Source,Target
sugicsq,lazyao
sugicsq,vivianwxx
sugicsq,60212341
sugicsq,dear-m
sugicsq,62404009
sugicsq,mintsky
sugicsq,kido_jpop
sugicsq,51451813
sugicsq,dieinyourself
sugicsq,57828907
sugicsq,just-NAn
sugicsq,ifcosmopolitan
sugicsq,2176462
sugicsq,Jin.Z
sugicsq,43476413
sugicsq,backdrifts
sugicsq,nimo266
sugicsq,suicide
sugicsq,ksitigarbha
sugicsq,augusthsu
sugicsq,Jolinking
sugicsq,demoore
sugicsq,vnershaw
sugicsq,tongsansan
sugicsq,mongia90s
sugicsq,Fucky_Bob
sugicsq,meimaozi
sugicsq,3580554
sugicsq,viroca
sugicsq,moonssee
sugicsq,58773608
sugicsq,58765027
sugicsq,wislito
sugicsq,kuian
sugicsq,billystone
sugicsq,siyueyuhouzi
sugicsq,7112099
sugicsq,47046284
sugicsq,sakurazuka1965
sugicsq,BandOfOutsider
sugicsq,b.jok
sugicsq,Lije
sugicsq,nimamui
sugicsq,momomorong
sugicsq,yuangungun
sugicsq,41282438
sugicsq,gerturde
sugicsq,cornflower
sugicsq,wohehouniao
sugicsq,felic
sugicsq,SBboy
sugicsq,wocuole
sugicsq,SwanX
sugicsq,chikenami
sugicsq,run11run
sugicsq,47967306
sugicsq,Chanc
sugicsq,Conniejin
sugicsq,s-kimiko
sugicsq,wangsheyun
sugicsq,yangchengjie
sugicsq,summersun1991
sugicsq,autism
sugicsq,heqi
sugicsq,bone07
sugicsq,nuanuanlovejane
sugicsq,alicekekezhang
sugicsq,yingalice
sugicsq,panda_wow
sugicsq,15920466
sugicsq,anxin20
sugicsq,eskimo1994
sugicsq,miss_blue
sugicsq,jovixu
sugicsq,35555659
sugicsq,fikirui
sugicsq,masteran
sugicsq,4071147
sugicsq,lanx-p
sugicsq,53202021
sugicsq,GuanRenWoYao
sugicsq,zayi
sugicsq,Eiunng
sugicsq,xiaxiaokuiguai
sugicsq,mandyjmx
sugicsq,blackdrean
sugicsq,nikuko
sugicsq,45333015
sugicsq,monkydpiggy
sugicsq,zhangsixi
sugicsq,46434868
sugicsq,SekaiDays
sugicsq,lius1230
sugicsq,ashleyma
sugicsq,musickenny
sugicsq,52041165
sugicsq,daisyH
sugicsq,aaaaaaaaaaking
sugicsq,twoqee777
sugicsq,37172867
sugicsq,realf
sugicsq,46055959
sugicsq,yanpan
sugicsq,yimengbai
sugicsq,greeen
sugicsq,carloe
sugicsq,49814052
sugicsq,coooooooka
sugicsq,missjulia1115
sugicsq,Lea86
sugicsq,veratime
sugicsq,18012344
sugicsq,4898185
sugicsq,miss.noise
sugicsq,qiulx0yeah
sugicsq,milkyball
sugicsq,pusoo
sugicsq,Tunasalad
sugicsq,changyiner1213
sugicsq,alcoholstone
sugicsq,mmmary
sugicsq,NEWTANSE
sugicsq,comichunter
sugicsq,xiao2b
sugicsq,asuka1207
sugicsq,yilindesign
sugicsq,yinjuehua
sugicsq,placat
sugicsq,z2L
sugicsq,sixi330
sugicsq,gatsby
sugicsq,limoji
sugicsq,diymonkey
sugicsq,46451623
sugicsq,corallin33
sugicsq,2632789
sugicsq,37665957
sugicsq,spikespike28
sugicsq,fuhaochen
sugicsq,shinewewe
sugicsq,47342633
sugicsq,yenobis
sugicsq,cjeg3220
sugicsq,doura
sugicsq,parisburning
sugicsq,missdong
sugicsq,kazoku
sugicsq,13335085
sugicsq,caohun1.level48
sugicsq,hoover_up
sugicsq,sherjiera
sugicsq,39062096
sugicsq,45177488
sugicsq,36472909
sugicsq,2215451
sugicsq,taosetaotie
sugicsq,NT-crazy
sugicsq,46522247
sugicsq,sorrylove
sugicsq,pipopipo
sugicsq,edison_CC
sugicsq,N-crazy
sugicsq,34292432
sugicsq,linkin0007
sugicsq,mishalee
sugicsq,revolvery
sugicsq,swanson
sugicsq,42926803
sugicsq,ga0yang
sugicsq,boporsky
sugicsq,fugen
sugicsq,17205516
sugicsq,3721249
sugicsq,meaky
sugicsq,lele67520
sugicsq,lan33xp
sugicsq,37644997
sugicsq,chen66
sugicsq,riririri
sugicsq,nanguazi
sugicsq,LYDIA--MOMO
sugicsq,huofar
sugicsq,Raineryhh
sugicsq,16217751
sugicsq,39142755
sugicsq,38529433
sugicsq,ruxicc
sugicsq,Ing7
sugicsq,gaozhiwen
sugicsq,mirrolovepanda
sugicsq,Mithrandir.
sugicsq,32013600
sugicsq,28571942
53773948,81965947
53773948,Januaryyi
53773948,yoko-0423
53773948,66903447
53773948,102924487
53773948,mattony
53773948,ruojin13
53773948,ypy-douban
53773948,69773574
53773948,treasure711
53773948,120477675
53773948,CissyHsia
53773948,wenlizhou
53773948,43742871
53773948,A1withoutmyself
53773948,129156222
53773948,krysta
53773948,53290134
53773948,65616922
53773948,37934082
53773948,i20141113
53773948,75820807
53773948,kissearth
53773948,cornmeal
53773948,fydanny
53773948,waggawagga
53773948,DouDoucomehere
53773948,81623359
53773948,hhtytgfgg
53773948,1305791
53773948,131807031
53773948,125276683
53773948,jinpaijingjiren
53773948,thirteenth
53773948,momokozxl
53773948,guyi
53773948,XBloveDD4ever
53773948,58393534
53773948,97327196
53773948,53925951
53773948,93202057
53773948,91477877
53773948,zhaoxd
53773948,65281554
53773948,xiaokong131
53773948,fuckingstudent
53773948,62119961
53773948,meiyang
53773948,musickenny
53773948,aiwupian
53773948,fugen
53773948,76338647
53773948,68610515
53773948,ytdb
53773948,duxiaoming
53773948,59386052
53773948,3029647
53773948,1407568
53773948,souplinry
53773948,52300292
53773948,50125597
53773948,69387630
53773948,tomisay
53773948,pandaniubi
53773948,zhuangbixia
yuyue_9527,34545929
yuyue_9527,xiaopapi
yuyue_9527,62054075
kayking,152092623
kayking,summer-song
kayking,sleepymia
kayking,128414352
kayking,tuopu_youth
kayking,37793923
kayking,2584434
156293263,
66800603,mining
fengcate,64158090
fengcate,65435954
iocye,86226693
iocye,guolichenglangl
iocye,mayjane
iocye,44064739
iocye,bagualaile
iocye,IsmuImzz
iocye,67711186
iocye,55504274
iocye,Sim-Simi
iocye,robbie1127
iocye,xiaopapi
iocye,2099482
iocye,35404244
iocye,YUYII
iocye,zaooaz
138422735,159183414
138422735,158459516
138422735,casperstef
138422735,4871375
138422735,lihexi
138422735,ANABELLA
138422735,125309049
138422735,leaf0831
138422735,57630614
138422735,44712664
138422735,91734295
138422735,148644596
138422735,amoyi04
138422735,105806666
138422735,wanmer
138422735,wanqing0222
138422735,myida
138422735,yimaxxduck
138422735,cqxdz
138422735,canon520
138422735,40454105
138422735,rosemarytv
138422735,2529003
138422735,feifeiyu
138422735,krugman
138422735,114340940
138422735,Q598176297
138422735,doubanread
138422735,Princewhiteme
138422735,92448546
138422735,75409582
138422735,nerve91
138422735,shiwusuoshi_x
138422735,42238263
138422735,88454309
138422735,maolu
138422735,notbitchy
138422735,150758491
138422735,151971352
138422735,13328184
138422735,bin12345
138422735,146841069
138422735,bizarring
138422735,haha65ma
138422735,fangzi0
138422735,scz55
138422735,123981007
138422735,121138395
138422735,69141089
138422735,103474402
138422735,49241136
35893058,138517982
35893058,48291449
35893058,147105614
35893058,143130163
35893058,142226000
35893058,3845456
35893058,sss115
35893058,140948614
35893058,81749100
35893058,140153776
35893058,136509708
35893058,136236803
35893058,115477151
35893058,panlilijing
35893058,139542072
35893058,84318355
35893058,127407400
35893058,140470095
35893058,135217100
35893058,140824434
35893058,82191990
35893058,48770468
35893058,45885389
35893058,139242933
35893058,linda900930
35893058,41637702
35893058,133383750
35893058,68299843
35893058,139294470
35893058,138855638
35893058,126928323
35893058,139608305
35893058,131425823
35893058,38896935
35893058,140155813
35893058,41712951
35893058,138032257
35893058,105787760
35893058,140708177
35893058,53055110
35893058,140498729
35893058,neo314
35893058,136584526
35893058,133163815
35893058,53756520
35893058,130136004
35893058,91480324
35893058,97121119
35893058,76788547
35893058,luoqinghe
35893058,xzfd
35893058,tigerthrash
35893058,bobobaby7
145508603,142317048
145508603,132911185
145508603,154155794
145508603,Meowww
145508603,70969918
145508603,88073497
145508603,53486302
145508603,82044980
145508603,147848791
145508603,154502735
145508603,57300228
145508603,106306760
145508603,60757809
145508603,62849637
145508603,3638186
145508603,132476908
145508603,155637963
145508603,105642416
145508603,58764097
145508603,145639235
145508603,85631460
145508603,hixiu
145508603,73039672
145508603,88813097
145508603,123663429
145508603,57542700
145508603,91486192
145508603,59590618
145508603,57983807
145508603,75409582
145508603,ygdelx
145508603,152715942
145508603,3553401
145508603,130857252
145508603,51145057
145508603,130891009
145508603,1019278
145508603,151752442
145508603,78319514
145508603,yimaxxduck
145508603,149903882
145508603,yoyoga
145508603,69587047
145508603,91168987
145508603,148750721
145508603,131083065
145508603,54269733
145508603,76746715
145508603,helenexyf
145508603,51964309
145508603,84220870
145508603,74311895
145508603,49241136
145508603,141849904
145508603,Hellofrivolous
145508603,bagualaile
145508603,haha65ma
145508603,140106561
144923197,
137986876,
144479765,
126269009,143658318
58046256,54883420
58046256,49635984
58046256,50806502
58046256,103542494
58046256,Sim-Simi
58046256,3934738
58046256,seven4ever
58046256,66516742
58046256,58059270
58046256,132587034
58046256,HAMOTO
58046256,3053229
58046256,96607723
58046256,26192864
58046256,YOYOWILDFOX
58046256,waynechen
58046256,Deawoo
58046256,urnoisymonkey
58046256,yidam
58046256,corlnne
58046256,lemuel
58046256,wangxiaoerhehe
58046256,13694634
58046256,dearghtree
58046256,apu
58046256,cynthiabai
58046256,ikausume
58046256,sum41eve
58046256,johannesthomas
58046256,jinduoduo
58046256,leesau
58046256,3551583
58046256,chaos_
58046256,NuclearEngineer
58046256,50150728
58046256,zhizhigay
58046256,1078560
58046256,xiehuayingxhy
58046256,yolandayoung
58046256,Noahshiver
58046256,clx1989
58046256,tooBiNumber1
58046256,ysymomolove
58046256,thefrenchwindow
58046256,44318537
58046256,rubytaiwan
58046256,yangharrylg
58046256,27576640
58046256,tongfusu
58046256,fengyunge
58046256,Cossacks
58046256,54255958
58046256,bixiongzz
58046256,haha65ma
58046256,name_hu
58046256,albee___txm
58046256,zzzzzz6
58046256,sycf
58046256,dearnaicha
58046256,dalateheshuo
58046256,viry
58046256,gunvernment
58046256,HZL10086
58046256,45074177
58046256,iqinqian
58046256,shinydaye
58046256,yemamayemama
58046256,xiaodanke
58046256,daisychen1942
58046256,benben861214
58046256,mejet1
58046256,musickenny
58046256,3117920
58046256,45035715
58046256,zhaojieling
58046256,pikucha
58046256,shangxiazuoyou
58046256,nimamui
120795139,53204045
120795139,6860748
120795139,3565186
120795139,notbitchy
120795139,2165839
120795139,69306372
120795139,48539669
120795139,44996342
120795139,135020408
120795139,149113392
120795139,arranya
120795139,68932301
120795139,xiewulian
120795139,135953964
120795139,122403305
120795139,147570040
120795139,48688444
120795139,45694152
120795139,plut0
120795139,139557082
120795139,jan7th
120795139,76746715
58342537,71396065
58342537,2529927
58342537,89992063
58342537,72396300
58342537,ning07
58342537,55344448
58342537,4681234
58342537,viking7117
58342537,huhu227
58342537,78319514
58342537,Mafias
151355735,116273418
151355735,153174085
151355735,157273212
151355735,140581573
151355735,yunaiguilun
151355735,150643323
151355735,103906441
151355735,98775497
151355735,155985816
151355735,156622875
151355735,150290243
151355735,157407009
151355735,10277244
135842826,
127204942,147018365
127204942,53246771
127204942,149894832
127204942,53991782
127204942,149903693
127204942,149370279
127204942,83450251
127204942,149452414
127204942,149622236
127204942,146288620
127204942,149929352
127204942,149376201
127204942,149372911
127204942,149711151
127204942,148690215
127204942,98310177
127204942,148667883
127204942,149766745
127204942,149931820
127204942,149895809
127204942,149932006
127204942,149370416
127204942,149569204
127204942,149846064
127204942,149788112
127204942,95805238
52233519,4703921
52233519,PPSAMA
52233519,78797801
52233519,51957451
52233519,41249084
52233519,jianxiaodan
52233519,A.I.
52233519,109061459
52233519,renminjiaoshi
52233519,126396222
52233519,141876674
52233519,155204303
52233519,153819933
52233519,145911114
52233519,Eliune
52233519,141259192
52233519,103435213
52233519,151850682
52233519,41898453
52233519,4148446
52233519,155097245
52233519,52967215
52233519,58363968
52233519,155106901
52233519,Shaum
52233519,148686374
52233519,150912454
52233519,31798136
52233519,godnightoldtime
52233519,xiamengruozhi
52233519,137063779
52233519,57925695
52233519,143177358
52233519,97207961
52233519,135533838
52233519,56794004
52233519,79765318
52233519,136449263
52233519,130515659
52233519,55544687
52233519,97218841
52233519,3565186
52233519,87582662
52233519,149113392
52233519,142867006
52233519,77782348
52233519,129917765
52233519,hs1127
52233519,148743674
52233519,tove
141990756,duanmuyi
141990756,59271858
141990756,75409582
141990756,48176016
141990756,1915050
141990756,147122915
141990756,130347758
141990756,132352403
141990756,145807719
141990756,67463483
141990756,55639333
141990756,142640939
141990756,126255968
141990756,142063833
141990756,141982086
127752505,waggawagga
127752505,49395554
127752505,2413861
127752505,66803366
127752505,146830181
127752505,45074177
127752505,24699373
127752505,132352403
127752505,nimafengyun
127752505,Sim-Simi
127752505,88130830
127752505,tonymickey
127752505,129854510
127752505,61337301
127752505,1915050
127752505,138021230
127752505,45821792
127752505,xiaopapi
127752505,135719007
119113192,owen806
119113192,54907599
119113192,1915050
119113192,151472413
119113192,HAMOTO
119113192,60757809
119113192,CandyDollee
119113192,blacktea077
119113192,GayScript
119113192,53984808
119113192,3374603
119113192,freegappercom
119113192,tieliuwudi
119113192,95805238
119113192,131211213
119113192,58650173
119113192,Suxyue
119113192,goodnightdeary
119113192,125979552
119113192,sinner1108
119113192,juse
119113192,qiaobujianli
119113192,64294971
119113192,79753405
119113192,58764097
119113192,38069694
119113192,49395554
119113192,153818714
119113192,62684967
119113192,1404151
119113192,72023368
119113192,65364014
119113192,138532680
119113192,150668290
119113192,cctongxue
119113192,KitschAesthetic
119113192,LeslieAlga
119113192,43004380
119113192,huhu227
119113192,150948299
119113192,94967093
119113192,songcal
119113192,45793307
119113192,2529927
119113192,24699373
119113192,twelvesan
119113192,ANABELLA
119113192,13555067
119113192,3934738
